,paul15_clusters,n_counts_all,louvain,louvain_anno,dpt_pseudotime,distance,clusters
1349,13Baso,2996.0,1,1,0.21473001,0.21473001,1
1350,2Ery,2873.0,5,5,0.77580816,0.77580816,5
1351,14Mo,4458.0,0,0,0.19040757,0.19040757,0
1352,14Mo,2575.0,9,9,0.28493527,0.28493527,9
1353,15Mo,2256.0,1,1,0.29920468,0.29920468,1
1354,4Ery,4332.0,3,3,0.7749364,0.7749364,3
1355,15Mo,2820.0,2,2,0.32378563,0.32378563,2
1356,14Mo,3608.0,9,9,0.27726638,0.27726638,9
1357,10GMP,551.0,0,0,0.058262598,0.058262598,0
1358,13Baso,1597.0,0,0,0.1165927,0.1165927,0
1359,16Neu,2507.0,2,2,0.28328687,0.28328687,2
1360,8Mk,1629.0,20,20/Mk,0.30927736,0.30927736,20/Mk
1361,13Baso,2464.0,11,11,0.23658486,0.23658486,11
1362,5Ery,3154.0,18,18,0.60383195,0.60383195,18
1363,6Ery,1240.0,7,7,0.37166896,0.37166896,7
1364,14Mo,2306.0,4,4,0.19356357,0.19356357,4
1365,2Ery,2884.0,3,3,0.69684905,0.69684905,3
1366,6Ery,1939.0,7,7,0.49240395,0.49240395,7
1367,3Ery,7228.0,15,15,0.6908941,0.6908941,15
1368,14Mo,629.0,4,4,0.2230971,0.2230971,4
1369,7MEP,1264.0,12,12,0.2640279,0.2640279,12
1370,7MEP,366.0,8,8,0.22995801,0.22995801,8
1371,14Mo,3205.0,1,1,0.2511256,0.2511256,1
1372,5Ery,1336.0,13,13,0.49605983,0.49605983,13
1373,13Baso,2093.0,24,24/Mo,0.30330178,0.30330178,24/Mo
1374,2Ery,2347.0,5,5,0.7144153,0.7144153,5
1375,16Neu,2236.0,2,2,0.25154063,0.25154063,2
1376,12Baso,793.0,12,12,0.23428984,0.23428984,12
1377,14Mo,2361.0,4,4,0.24082282,0.24082282,4
1378,8Mk,812.0,20,20/Mk,0.3219747,0.3219747,20/Mk
1379,4Ery,4196.0,6,6,0.69573736,0.69573736,6
1380,3Ery,8102.0,3,3,0.7484616,0.7484616,3
1381,2Ery,4974.0,3,3,0.6945094,0.6945094,3
1382,14Mo,3103.0,9,9,0.24727435,0.24727435,9
1383,7MEP,483.0,12,12,0.22370365,0.22370365,12
1384,19Lymph,717.0,21,21,inf,inf,21
1385,7MEP,1662.0,20,20/Mk,0.1948829,0.1948829,20/Mk
1386,10GMP,721.0,16,16/Stem,0.1287563,0.1287563,16/Stem
1387,13Baso,1557.0,11,11,0.26193967,0.26193967,11
1388,2Ery,3799.0,10,10/Ery,0.8133142,0.8133142,10/Ery
1389,2Ery,2796.0,10,10/Ery,0.7189278,0.7189278,10/Ery
1390,3Ery,3468.0,3,3,0.7054358,0.7054358,3
1391,3Ery,5791.0,15,15,0.72868717,0.72868717,15
1392,6Ery,1249.0,18,18,0.5292548,0.5292548,18
1393,7MEP,526.0,8,8,0.17047381,0.17047381,8
1394,8Mk,930.0,0,0,0.07710346,0.07710346,0
1395,2Ery,422.0,13,13,0.55085325,0.55085325,13
1396,1Ery,3412.0,17,17,0.77312547,0.77312547,17
1397,9GMP,841.0,0,0,0.03343456,0.03343456,0
1398,13Baso,4483.0,24,24/Mo,0.31264824,0.31264824,24/Mo
1399,15Mo,933.0,1,1,0.3094986,0.3094986,1
1400,6Ery,985.0,7,7,0.2996739,0.2996739,7
1401,13Baso,4310.0,11,11,0.3183026,0.3183026,11
1402,3Ery,5192.0,3,3,0.6424604,0.6424604,3
1403,16Neu,3492.0,19,19/Neu,0.3565813,0.3565813,19/Neu
1404,14Mo,3349.0,11,11,0.27214304,0.27214304,11
1405,5Ery,2279.0,15,15,0.6940826,0.6940826,15
1406,7MEP,490.0,8,8,0.23704325,0.23704325,8
1407,13Baso,1608.0,9,9,0.2739293,0.2739293,9
1408,4Ery,3623.0,18,18,0.60651374,0.60651374,18
1409,13Baso,2700.0,11,11,0.25944924,0.25944924,11
1410,2Ery,5261.0,3,3,0.6892256,0.6892256,3
1411,15Mo,1407.0,2,2,0.23066041,0.23066041,2
1412,7MEP,419.0,8,8,0.16317865,0.16317865,8
1413,3Ery,3696.0,3,3,0.68922496,0.68922496,3
1414,10GMP,1135.0,0,0,0.13293497,0.13293497,0
1415,13Baso,4196.0,11,11,0.22158323,0.22158323,11
1416,3Ery,4071.0,3,3,0.7428915,0.7428915,3
1417,1Ery,3460.0,10,10/Ery,0.81154436,0.81154436,10/Ery
1418,13Baso,2457.0,0,0,0.14083658,0.14083658,0
1419,13Baso,1622.0,4,4,0.18825735,0.18825735,4
1420,7MEP,626.0,8,8,0.24677211,0.24677211,8
1421,16Neu,1860.0,1,1,0.3112558,0.3112558,1
1422,14Mo,1606.0,4,4,0.18803363,0.18803363,4
1423,3Ery,6671.0,17,17,0.8278009,0.8278009,17
1424,2Ery,3344.0,3,3,0.7565945,0.7565945,3
1425,1Ery,3417.0,17,17,0.7970491,0.7970491,17
1426,13Baso,2186.0,9,9,0.27090755,0.27090755,9
1427,15Mo,5102.0,2,2,0.35133994,0.35133994,2
1428,8Mk,1685.0,20,20/Mk,0.20350774,0.20350774,20/Mk
1429,2Ery,3603.0,17,17,0.8078186,0.8078186,17
1430,14Mo,2582.0,24,24/Mo,0.29419553,0.29419553,24/Mo
1431,14Mo,2475.0,1,1,0.28038257,0.28038257,1
1432,14Mo,1391.0,1,1,0.22394527,0.22394527,1
1433,9GMP,1816.0,0,0,0.08679617,0.08679617,0
1434,14Mo,2161.0,9,9,0.2532845,0.2532845,9
1435,14Mo,1503.0,0,0,0.18877257,0.18877257,0
1436,2Ery,4127.0,5,5,0.73048234,0.73048234,5
1437,7MEP,562.0,12,12,0.26242873,0.26242873,12
1438,2Ery,4855.0,17,17,0.81969035,0.81969035,17
1439,16Neu,1420.0,19,19/Neu,0.41815224,0.41815224,19/Neu
1440,10GMP,3013.0,0,0,0.14253713,0.14253713,0
1441,6Ery,931.0,7,7,0.41896954,0.41896954,7
1442,2Ery,4852.0,10,10/Ery,0.7882798,0.7882798,10/Ery
1443,15Mo,1924.0,4,4,0.21219331,0.21219331,4
1444,14Mo,1779.0,4,4,0.16723575,0.16723575,4
1445,15Mo,3483.0,14,14,0.3636891,0.3636891,14
1446,3Ery,3399.0,18,18,0.5695943,0.5695943,18
1447,12Baso,1048.0,0,0,0.08377151,0.08377151,0
1448,2Ery,5269.0,3,3,0.71662474,0.71662474,3
1449,13Baso,2544.0,0,0,0.156701,0.156701,0
1450,13Baso,2496.0,11,11,0.22059065,0.22059065,11
1451,7MEP,514.0,8,8,0.19600801,0.19600801,8
1452,6Ery,2948.0,7,7,0.54743534,0.54743534,7
1453,5Ery,4884.0,15,15,0.6652476,0.6652476,15
1454,2Ery,934.0,5,5,0.75999427,0.75999427,5
1455,19Lymph,838.0,21,21,inf,inf,21
1456,14Mo,2430.0,4,4,0.28986204,0.28986204,4
1457,12Baso,409.0,8,8,0.15393445,0.15393445,8
1458,2Ery,3742.0,17,17,0.81368506,0.81368506,17
1459,16Neu,2247.0,2,2,0.2868284,0.2868284,2
1460,4Ery,2998.0,15,15,0.6313264,0.6313264,15
1461,6Ery,1034.0,13,13,0.5094862,0.5094862,13
1462,13Baso,2214.0,0,0,0.15171093,0.15171093,0
1463,4Ery,3419.0,15,15,0.63965976,0.63965976,15
1464,2Ery,4126.0,3,3,0.8102646,0.8102646,3
1465,4Ery,2659.0,3,3,0.6842687,0.6842687,3
1466,15Mo,650.0,2,2,0.3078411,0.3078411,2
1467,1Ery,3758.0,10,10/Ery,0.8917649,0.8917649,10/Ery
1468,15Mo,2625.0,14,14,0.39959395,0.39959395,14
1469,13Baso,1552.0,11,11,0.26198375,0.26198375,11
1470,15Mo,1263.0,4,4,0.20279178,0.20279178,4
1471,3Ery,802.0,5,5,0.8280746,0.8280746,5
1472,6Ery,1580.0,7,7,0.4833448,0.4833448,7
1473,12Baso,347.0,16,16/Stem,0.052822657,0.052822657,16/Stem
1474,12Baso,817.0,22,22/Baso,0.12597461,0.12597461,22/Baso
1475,13Baso,598.0,1,1,0.26358488,0.26358488,1
1476,5Ery,2391.0,18,18,0.6059849,0.6059849,18
1477,16Neu,565.0,2,2,0.3243471,0.3243471,2
1478,6Ery,1768.0,18,18,0.542295,0.542295,18
1479,13Baso,1632.0,9,9,0.28374812,0.28374812,9
1480,2Ery,4673.0,17,17,0.7655565,0.7655565,17
1481,14Mo,3389.0,9,9,0.29771948,0.29771948,9
1482,3Ery,716.0,7,7,0.5643938,0.5643938,7
1483,14Mo,2183.0,1,1,0.27586418,0.27586418,1
1484,8Mk,748.0,8,8,0.21907577,0.21907577,8
1485,2Ery,970.0,5,5,0.8288425,0.8288425,5
1486,9GMP,795.0,0,0,0.08432064,0.08432064,0
1487,4Ery,2873.0,18,18,0.5856436,0.5856436,18
1488,3Ery,6394.0,18,18,0.5981254,0.5981254,18
1489,3Ery,3078.0,3,3,0.7170355,0.7170355,3
1490,14Mo,2018.0,11,11,0.27025643,0.27025643,11
1491,2Ery,1179.0,5,5,0.71679455,0.71679455,5
1492,10GMP,1654.0,0,0,0.18879086,0.18879086,0
1493,16Neu,1417.0,19,19/Neu,0.43718323,0.43718323,19/Neu
1494,6Ery,1368.0,7,7,0.4270579,0.4270579,7
1495,14Mo,2828.0,1,1,0.26243842,0.26243842,1
1496,16Neu,2263.0,2,2,0.2984507,0.2984507,2
1497,5Ery,5057.0,15,15,0.7054214,0.7054214,15
1498,10GMP,450.0,0,0,0.14098297,0.14098297,0
1499,16Neu,1772.0,1,1,0.2186682,0.2186682,1
1500,12Baso,919.0,8,8,0.2811942,0.2811942,8
1501,11DC,867.0,23,23,inf,inf,23
1502,15Mo,2398.0,2,2,0.28592518,0.28592518,2
1503,2Ery,2596.0,5,5,0.7399143,0.7399143,5
1504,13Baso,2999.0,11,11,0.25012514,0.25012514,11
1505,7MEP,396.0,8,8,0.20886567,0.20886567,8
1506,13Baso,1964.0,9,9,0.25797516,0.25797516,9
1507,13Baso,1368.0,9,9,0.257411,0.257411,9
1508,2Ery,2488.0,13,13,0.6913193,0.6913193,13
1509,6Ery,2632.0,18,18,0.45022145,0.45022145,18
1510,14Mo,3047.0,1,1,0.2719801,0.2719801,1
1511,5Ery,2419.0,13,13,0.6365924,0.6365924,13
1512,16Neu,1557.0,19,19/Neu,0.3689398,0.3689398,19/Neu
1513,5Ery,1903.0,13,13,0.57473105,0.57473105,13
1514,6Ery,1757.0,18,18,0.5739658,0.5739658,18
1515,18Eos,411.0,4,4,0.53193563,0.53193563,4
1516,14Mo,2846.0,11,11,0.26064116,0.26064116,11
1517,14Mo,2419.0,11,11,0.21375111,0.21375111,11
1518,13Baso,2472.0,1,1,0.2099008,0.2099008,1
1519,15Mo,3002.0,14,14,0.38088974,0.38088974,14
1520,2Ery,544.0,5,5,0.7307366,0.7307366,5
1521,2Ery,4088.0,17,17,0.8323217,0.8323217,17
1522,13Baso,2313.0,0,0,0.22869745,0.22869745,0
1523,3Ery,447.0,13,13,0.6401782,0.6401782,13
1524,2Ery,2452.0,3,3,0.7102841,0.7102841,3
1525,15Mo,1543.0,1,1,0.29063046,0.29063046,1
1526,12Baso,1118.0,16,16/Stem,0.04268252,0.04268252,16/Stem
1527,7MEP,1078.0,8,8,0.32480887,0.32480887,8
1528,3Ery,334.0,13,13,0.59695745,0.59695745,13
1529,4Ery,364.0,13,13,0.5157748,0.5157748,13
1530,15Mo,3039.0,2,2,0.24995068,0.24995068,2
1531,14Mo,2409.0,1,1,0.3024882,0.3024882,1
1532,4Ery,3385.0,3,3,0.7670723,0.7670723,3
1533,4Ery,2186.0,6,6,0.5987442,0.5987442,6
1534,13Baso,1578.0,11,11,0.2544189,0.2544189,11
1535,9GMP,489.0,0,0,0.077499695,0.077499695,0
1536,12Baso,383.0,16,16/Stem,0.046715308,0.046715308,16/Stem
1537,2Ery,2772.0,3,3,0.8049546,0.8049546,3
1538,4Ery,2388.0,7,7,0.5751964,0.5751964,7
1539,9GMP,1408.0,16,16/Stem,0.094467774,0.094467774,16/Stem
1540,16Neu,2185.0,19,19/Neu,0.4168155,0.4168155,19/Neu
1541,16Neu,673.0,14,14,0.37580526,0.37580526,14
1542,2Ery,2641.0,5,5,0.75463074,0.75463074,5
1543,2Ery,3817.0,3,3,0.7752071,0.7752071,3
1544,16Neu,2094.0,14,14,0.3374548,0.3374548,14
1545,7MEP,670.0,8,8,0.27817923,0.27817923,8
1546,14Mo,1263.0,4,4,0.1805507,0.1805507,4
1547,14Mo,353.0,11,11,0.25250018,0.25250018,11
1548,14Mo,2315.0,0,0,0.12612545,0.12612545,0
1549,5Ery,1856.0,13,13,0.63535506,0.63535506,13
1550,5Ery,3102.0,3,3,0.7830761,0.7830761,3
1551,3Ery,3331.0,3,3,0.7213929,0.7213929,3
1552,3Ery,6140.0,3,3,0.673277,0.673277,3
1553,2Ery,2489.0,10,10/Ery,0.77408946,0.77408946,10/Ery
1554,18Eos,1412.0,4,4,0.5208966,0.5208966,4
1555,14Mo,2454.0,11,11,0.19060098,0.19060098,11
1556,3Ery,4156.0,3,3,0.73321944,0.73321944,3
1557,14Mo,2819.0,4,4,0.23444699,0.23444699,4
1558,14Mo,1307.0,2,2,0.2754757,0.2754757,2
1559,12Baso,529.0,8,8,0.15649681,0.15649681,8
1560,14Mo,1944.0,4,4,0.23007505,0.23007505,4
1561,4Ery,6777.0,3,3,0.62162757,0.62162757,3
1562,3Ery,7751.0,17,17,0.73939955,0.73939955,17
1563,14Mo,3504.0,9,9,0.31002182,0.31002182,9
1564,7MEP,552.0,8,8,0.27429006,0.27429006,8
1565,5Ery,846.0,7,7,0.35262662,0.35262662,7
1566,12Baso,1559.0,16,16/Stem,0.048282914,0.048282914,16/Stem
1567,2Ery,4862.0,3,3,0.690023,0.690023,3
1568,15Mo,960.0,1,1,0.3050464,0.3050464,1
1569,14Mo,1751.0,2,2,0.28765514,0.28765514,2
1570,3Ery,4948.0,3,3,0.7432089,0.7432089,3
1571,14Mo,1222.0,1,1,0.2892234,0.2892234,1
1572,2Ery,2875.0,5,5,0.83733267,0.83733267,5
1573,3Ery,4109.0,3,3,0.7047545,0.7047545,3
1574,2Ery,3117.0,10,10/Ery,0.8790764,0.8790764,10/Ery
1575,16Neu,2148.0,14,14,0.3387998,0.3387998,14
1576,7MEP,703.0,12,12,0.29963383,0.29963383,12
1577,2Ery,3513.0,3,3,0.6295927,0.6295927,3
1578,10GMP,1307.0,0,0,0.1044621,0.1044621,0
1579,7MEP,329.0,8,8,0.16396342,0.16396342,8
1580,5Ery,775.0,13,13,0.49899474,0.49899474,13
1581,5Ery,634.0,7,7,0.38620004,0.38620004,7
1582,13Baso,1807.0,0,0,0.13245296,0.13245296,0
1583,6Ery,601.0,7,7,0.35069597,0.35069597,7
1584,7MEP,423.0,12,12,0.29554746,0.29554746,12
1585,3Ery,7721.0,3,3,0.70428884,0.70428884,3
1586,10GMP,431.0,12,12,0.20902279,0.20902279,12
1587,5Ery,4185.0,6,6,0.67335975,0.67335975,6
1588,5Ery,3872.0,18,18,0.59718347,0.59718347,18
1589,1Ery,2379.0,5,5,0.63158923,0.63158923,5
1590,13Baso,1973.0,9,9,0.24067223,0.24067223,9
1591,15Mo,1460.0,1,1,0.32478186,0.32478186,1
1592,3Ery,1993.0,18,18,0.6142627,0.6142627,18
1593,6Ery,1045.0,7,7,0.3438823,0.3438823,7
1594,14Mo,3233.0,4,4,0.26054007,0.26054007,4
1595,11DC,1036.0,23,23,inf,inf,23
1596,3Ery,1719.0,15,15,0.6526698,0.6526698,15
1597,3Ery,2674.0,18,18,0.62371504,0.62371504,18
1598,3Ery,5104.0,17,17,0.77424484,0.77424484,17
1599,16Neu,2325.0,2,2,0.32387888,0.32387888,2
1600,3Ery,1937.0,18,18,0.5635998,0.5635998,18
1601,9GMP,2709.0,0,0,0.09174401,0.09174401,0
1602,14Mo,969.0,1,1,0.3087869,0.3087869,1
1603,12Baso,340.0,8,8,0.1656793,0.1656793,8
1604,9GMP,626.0,16,16/Stem,0.036928352,0.036928352,16/Stem
1605,14Mo,2429.0,11,11,0.245994,0.245994,11
1606,14Mo,2081.0,4,4,0.30997223,0.30997223,4
1607,8Mk,403.0,8,8,0.18623982,0.18623982,8
1608,5Ery,862.0,13,13,0.5135301,0.5135301,13
1609,15Mo,1217.0,2,2,0.32654405,0.32654405,2
1610,15Mo,1988.0,1,1,0.24179284,0.24179284,1
1611,3Ery,4725.0,17,17,0.7221016,0.7221016,17
1612,16Neu,2494.0,14,14,0.39279446,0.39279446,14
1613,15Mo,652.0,2,2,0.33942217,0.33942217,2
1614,4Ery,1611.0,15,15,0.6986049,0.6986049,15
1615,3Ery,1263.0,6,6,0.6083058,0.6083058,6
1616,8Mk,883.0,20,20/Mk,0.19457991,0.19457991,20/Mk
1617,15Mo,2571.0,1,1,0.27961707,0.27961707,1
1618,14Mo,1729.0,4,4,0.3360937,0.3360937,4
1619,5Ery,1287.0,6,6,0.65768075,0.65768075,6
1620,3Ery,1075.0,18,18,0.5319095,0.5319095,18
1621,4Ery,516.0,13,13,0.56772614,0.56772614,13
1622,2Ery,3624.0,5,5,0.6082304,0.6082304,5
1623,8Mk,881.0,16,16/Stem,0.050255727,0.050255727,16/Stem
1624,7MEP,663.0,8,8,0.2567127,0.2567127,8
1625,10GMP,1626.0,0,0,0.14286315,0.14286315,0
1626,15Mo,935.0,2,2,0.34236807,0.34236807,2
1627,14Mo,2823.0,9,9,0.33709404,0.33709404,9
1628,13Baso,1396.0,0,0,0.15567692,0.15567692,0
1629,3Ery,4570.0,3,3,0.71109563,0.71109563,3
1630,7MEP,470.0,8,8,0.16899957,0.16899957,8
1631,2Ery,3980.0,10,10/Ery,0.8295007,0.8295007,10/Ery
1632,13Baso,3193.0,9,9,0.30658442,0.30658442,9
1633,2Ery,433.0,5,5,0.6865672,0.6865672,5
1634,10GMP,1291.0,0,0,0.12562934,0.12562934,0
1635,2Ery,3957.0,10,10/Ery,0.7897887,0.7897887,10/Ery
1636,2Ery,3490.0,3,3,0.6468651,0.6468651,3
1637,2Ery,3787.0,3,3,0.7990448,0.7990448,3
1638,12Baso,1134.0,16,16/Stem,0.051810168,0.051810168,16/Stem
1639,14Mo,2710.0,11,11,0.27350393,0.27350393,11
1640,1Ery,4695.0,10,10/Ery,0.82487077,0.82487077,10/Ery
1641,14Mo,579.0,11,11,0.24013875,0.24013875,11
1642,14Mo,1216.0,4,4,0.21844509,0.21844509,4
1643,2Ery,3606.0,17,17,0.8748251,0.8748251,17
1644,14Mo,3158.0,2,2,0.30706462,0.30706462,2
1645,16Neu,2525.0,14,14,0.32168397,0.32168397,14
1646,14Mo,2015.0,9,9,0.26140004,0.26140004,9
1647,8Mk,637.0,20,20/Mk,0.20384185,0.20384185,20/Mk
1648,16Neu,1693.0,1,1,0.18410619,0.18410619,1
1649,16Neu,1433.0,14,14,0.38863993,0.38863993,14
1650,2Ery,1591.0,5,5,0.6892697,0.6892697,5
1651,8Mk,1017.0,20,20/Mk,0.22757407,0.22757407,20/Mk
1652,5Ery,5947.0,15,15,0.6506309,0.6506309,15
1653,6Ery,1817.0,7,7,0.43620777,0.43620777,7
1654,19Lymph,496.0,21,21,inf,inf,21
1655,15Mo,710.0,2,2,0.35081702,0.35081702,2
1656,13Baso,734.0,4,4,0.21645586,0.21645586,4
1657,5Ery,2496.0,7,7,0.4480102,0.4480102,7
1658,14Mo,3206.0,4,4,0.25260523,0.25260523,4
1659,5Ery,4856.0,6,6,0.7343823,0.7343823,6
1660,6Ery,1349.0,7,7,0.44022194,0.44022194,7
1661,16Neu,2069.0,14,14,0.35982552,0.35982552,14
1662,3Ery,7813.0,17,17,0.8282428,0.8282428,17
1663,15Mo,4924.0,2,2,0.31732583,0.31732583,2
1664,7MEP,652.0,8,8,0.25381875,0.25381875,8
1665,7MEP,680.0,12,12,0.28062478,0.28062478,12
1666,10GMP,4498.0,0,0,0.09465431,0.09465431,0
1667,14Mo,6284.0,11,11,0.28355137,0.28355137,11
1668,3Ery,4272.0,17,17,0.8085169,0.8085169,17
1669,4Ery,2857.0,15,15,0.61111677,0.61111677,15
1670,13Baso,2727.0,9,9,0.31827524,0.31827524,9
1671,15Mo,2820.0,1,1,0.28520414,0.28520414,1
1672,11DC,1987.0,23,23,inf,inf,23
1673,17Neu,730.0,22,22/Baso,0.3168298,0.3168298,22/Baso
1674,4Ery,2721.0,6,6,0.61822057,0.61822057,6
1675,6Ery,3164.0,18,18,0.59505385,0.59505385,18
1676,3Ery,3728.0,17,17,0.81889266,0.81889266,17
1677,3Ery,7668.0,17,17,0.8555485,0.8555485,17
1678,7MEP,287.0,12,12,0.12796085,0.12796085,12
1679,8Mk,1411.0,16,16/Stem,0.12470842,0.12470842,16/Stem
1680,6Ery,1467.0,7,7,0.34735742,0.34735742,7
1681,11DC,275.0,0,0,0.072480276,0.072480276,0
1682,16Neu,2978.0,14,14,0.28481263,0.28481263,14
1683,3Ery,7449.0,3,3,0.7412871,0.7412871,3
1684,14Mo,2202.0,24,24/Mo,0.35421443,0.35421443,24/Mo
1685,4Ery,4411.0,15,15,0.7416738,0.7416738,15
1686,4Ery,5903.0,3,3,0.79176486,0.79176486,3
1687,11DC,1977.0,23,23,inf,inf,23
1688,3Ery,1715.0,7,7,0.5004873,0.5004873,7
1689,14Mo,5395.0,9,9,0.28765276,0.28765276,9
1690,15Mo,2649.0,9,9,0.3082512,0.3082512,9
1691,3Ery,8314.0,17,17,0.8607912,0.8607912,17
1692,10GMP,1461.0,0,0,0.15202573,0.15202573,0
1693,6Ery,1560.0,18,18,0.4226169,0.4226169,18
1694,2Ery,3768.0,5,5,0.6144709,0.6144709,5
1695,16Neu,2315.0,14,14,0.378905,0.378905,14
1696,15Mo,2417.0,2,2,0.2932219,0.2932219,2
1697,7MEP,722.0,8,8,0.1864804,0.1864804,8
1698,3Ery,8367.0,3,3,0.7281105,0.7281105,3
1699,10GMP,2071.0,0,0,0.023773907,0.023773907,0
1700,3Ery,9790.0,17,17,0.7868329,0.7868329,17
1701,14Mo,2549.0,11,11,0.23568897,0.23568897,11
1702,7MEP,365.0,8,8,0.23221748,0.23221748,8
1703,6Ery,2427.0,7,7,0.5290319,0.5290319,7
1704,10GMP,1678.0,0,0,0.12284487,0.12284487,0
1705,10GMP,1185.0,0,0,0.13448751,0.13448751,0
1706,3Ery,4701.0,3,3,0.76856905,0.76856905,3
1707,7MEP,380.0,12,12,0.2408757,0.2408757,12
1708,2Ery,5440.0,17,17,0.75299054,0.75299054,17
1709,4Ery,4195.0,15,15,0.6080659,0.6080659,15
1710,7MEP,466.0,8,8,0.23416074,0.23416074,8
1711,13Baso,1245.0,11,11,0.23751457,0.23751457,11
1712,6Ery,2455.0,7,7,0.40754756,0.40754756,7
1713,15Mo,1907.0,2,2,0.29801327,0.29801327,2
1714,8Mk,836.0,8,8,0.20260613,0.20260613,8
1715,10GMP,1525.0,0,0,0.11867831,0.11867831,0
1716,4Ery,5605.0,15,15,0.6705644,0.6705644,15
1717,4Ery,4265.0,3,3,0.8063623,0.8063623,3
1718,3Ery,5393.0,15,15,0.7074453,0.7074453,15
1719,7MEP,1298.0,7,7,0.31906152,0.31906152,7
1720,2Ery,3417.0,10,10/Ery,0.835969,0.835969,10/Ery
1721,16Neu,2097.0,14,14,0.3107007,0.3107007,14
1722,3Ery,2544.0,5,5,0.711492,0.711492,5
1723,3Ery,5903.0,15,15,0.75432503,0.75432503,15
1724,6Ery,2455.0,7,7,0.53135234,0.53135234,7
1725,6Ery,1200.0,7,7,0.3253368,0.3253368,7
1726,7MEP,563.0,8,8,0.18450738,0.18450738,8
1727,4Ery,4709.0,15,15,0.66293406,0.66293406,15
1728,16Neu,3888.0,14,14,0.33650434,0.33650434,14
1729,2Ery,5681.0,10,10/Ery,0.7167765,0.7167765,10/Ery
1730,13Baso,2582.0,0,0,0.19511172,0.19511172,0
1731,10GMP,868.0,0,0,0.08147073,0.08147073,0
1732,3Ery,3847.0,3,3,0.67956614,0.67956614,3
1733,3Ery,5806.0,17,17,0.8568942,0.8568942,17
1734,10GMP,1149.0,0,0,0.10695676,0.10695676,0
1735,6Ery,1240.0,7,7,0.42363694,0.42363694,7
1736,14Mo,2207.0,0,0,0.075408585,0.075408585,0
1737,15Mo,3838.0,4,4,0.25287038,0.25287038,4
1738,7MEP,745.0,8,8,0.24027514,0.24027514,8
1739,13Baso,958.0,0,0,0.16226524,0.16226524,0
1740,14Mo,2181.0,1,1,0.30523205,0.30523205,1
1741,14Mo,2793.0,1,1,0.17646296,0.17646296,1
1742,14Mo,2203.0,1,1,0.2514338,0.2514338,1
1743,2Ery,3516.0,3,3,0.72267014,0.72267014,3
1744,16Neu,1697.0,14,14,0.36784896,0.36784896,14
1745,7MEP,519.0,8,8,0.23578621,0.23578621,8
1746,14Mo,2323.0,1,1,0.21286261,0.21286261,1
1747,10GMP,3483.0,0,0,0.17027643,0.17027643,0
1748,14Mo,4559.0,9,9,0.28295788,0.28295788,9
1749,6Ery,1379.0,7,7,0.45509908,0.45509908,7
1750,14Mo,5322.0,9,9,0.28870666,0.28870666,9
1751,16Neu,2762.0,19,19/Neu,0.37021968,0.37021968,19/Neu
1752,2Ery,7284.0,3,3,0.74792266,0.74792266,3
1753,10GMP,1234.0,0,0,0.16719902,0.16719902,0
1754,16Neu,1003.0,14,14,0.38075042,0.38075042,14
1755,14Mo,618.0,0,0,0.14502601,0.14502601,0
1756,14Mo,3049.0,11,11,0.24826242,0.24826242,11
1757,5Ery,2569.0,18,18,0.57655627,0.57655627,18
1758,12Baso,1253.0,16,16/Stem,0.05293207,0.05293207,16/Stem
1759,4Ery,4126.0,15,15,0.74165577,0.74165577,15
1760,3Ery,7127.0,17,17,0.7778624,0.7778624,17
1761,13Baso,3177.0,0,0,0.09548938,0.09548938,0
1762,2Ery,4591.0,10,10/Ery,0.79308444,0.79308444,10/Ery
1763,4Ery,4206.0,6,6,0.64847213,0.64847213,6
1764,4Ery,3218.0,6,6,0.601774,0.601774,6
1765,3Ery,2767.0,13,13,0.53628045,0.53628045,13
1766,3Ery,3286.0,18,18,0.59185,0.59185,18
1767,13Baso,1791.0,4,4,0.1661994,0.1661994,4
1768,12Baso,316.0,16,16/Stem,0.03226787,0.03226787,16/Stem
1769,14Mo,2017.0,4,4,0.26458812,0.26458812,4
1770,16Neu,2741.0,14,14,0.3569861,0.3569861,14
1771,3Ery,2772.0,18,18,0.55569506,0.55569506,18
1772,5Ery,2881.0,6,6,0.6819966,0.6819966,6
1773,6Ery,802.0,7,7,0.34898221,0.34898221,7
1774,7MEP,322.0,8,8,0.23453288,0.23453288,8
1775,4Ery,5701.0,15,15,0.7419117,0.7419117,15
1776,4Ery,3900.0,15,15,0.70131266,0.70131266,15
1777,5Ery,3499.0,6,6,0.7672698,0.7672698,6
1778,14Mo,2003.0,1,1,0.20121394,0.20121394,1
1779,14Mo,1662.0,0,0,0.13876964,0.13876964,0
1780,2Ery,2463.0,5,5,0.7689293,0.7689293,5
1781,12Baso,625.0,12,12,0.2419082,0.2419082,12
1782,3Ery,5442.0,17,17,0.7118336,0.7118336,17
1783,5Ery,2917.0,6,6,0.63894796,0.63894796,6
1784,2Ery,2555.0,3,3,0.7367556,0.7367556,3
1785,2Ery,3250.0,10,10/Ery,0.8437185,0.8437185,10/Ery
1786,16Neu,1325.0,14,14,0.40805817,0.40805817,14
1787,7MEP,333.0,8,8,0.22586168,0.22586168,8
1788,5Ery,2074.0,13,13,0.5512481,0.5512481,13
1789,2Ery,2025.0,5,5,0.7773425,0.7773425,5
1790,7MEP,371.0,12,12,0.24203785,0.24203785,12
1791,3Ery,2593.0,18,18,0.5383933,0.5383933,18
